label,youtube_id,time_start,time_end,split,full_path,num_files
playing basketball,5EheWAKuZnY,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing basketball/5EheWAKuZnY_000003_000013,300
playing piano,5EjxKtj6trY,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing piano/5EjxKtj6trY_000006_000016,301
playing ice hockey,5EvC-g-_KUQ,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing ice hockey/5EvC-g-_KUQ_000018_000028,300
blowing nose,5GcK43A5KyM,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing nose/5GcK43A5KyM_000002_000012,131
trimming trees,5H02ohmoKow,68,78,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/trimming trees/5H02ohmoKow_000068_000078,300
climbing a rope,5HcTcVVikHs,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing a rope/5HcTcVVikHs_000000_000010,300
picking fruit,5Ou2Zxy5kBU,49,59,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/picking fruit/5Ou2Zxy5kBU_000049_000059,300
laying bricks,5P179EcdU6Y,70,80,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/laying bricks/5P179EcdU6Y_000070_000080,300
passing American football (not in game),5Td-OQQVXT8,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/passing American football (not in game)/5Td-OQQVXT8_000001_000011,300
crossing river,5WDVITnmb_Y,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/crossing river/5WDVITnmb_Y_000003_000013,300
drumming fingers,5WFUemuKN5Y,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drumming fingers/5WFUemuKN5Y_000005_000015,300
playing volleyball,5Wle9ClW4q0,170,180,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing volleyball/5Wle9ClW4q0_000170_000180,300
massaging legs,5XlErfxNF2o,216,226,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/massaging legs/5XlErfxNF2o_000216_000226,300
drinking shots,5XydIroPDng,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drinking shots/5XydIroPDng_000000_000010,300
celebrating,5YJPpj_ABz8,161,171,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/celebrating/5YJPpj_ABz8_000161_000171,300
eating cake,5YlKj7XvXR4,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating cake/5YlKj7XvXR4_000009_000019,300
clean and jerk,5ZNdkbmv274,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/clean and jerk/5ZNdkbmv274_000001_000011,300
swimming backstroke,5_nfL6n9Skg,149,159,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming backstroke/5_nfL6n9Skg_000149_000159,300
skydiving,5a9gSFDq1cs,84,94,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skydiving/5a9gSFDq1cs_000084_000094,300
playing cello,5aAss6QE-EM,145,155,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cello/5aAss6QE-EM_000145_000155,183
pushing wheelchair,5aul-YTFlKY,49,59,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing wheelchair/5aul-YTFlKY_000049_000059,185
answering questions,5bGElGxGhbs,2934,2944,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/answering questions/5bGElGxGhbs_002934_002944,300
carving pumpkin,5bTpbGLK3Jw,174,184,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/carving pumpkin/5bTpbGLK3Jw_000174_000184,300
paragliding,5c9HlCmmAGw,50,60,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/paragliding/5c9HlCmmAGw_000050_000060,300
parkour,5eh2MbjEyXs,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/parkour/5eh2MbjEyXs_000003_000013,300
playing ukulele,5eq5q4jbNpA,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing ukulele/5eq5q4jbNpA_000005_000015,300
riding or walking with horse,5ft5ebGnMFU,28,38,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding or walking with horse/5ft5ebGnMFU_000028_000038,300
whistling,5g_upy07Dyk,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/whistling/5g_upy07Dyk_000016_000026,300
long jump,5iA2AC1SZO4,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/long jump/5iA2AC1SZO4_000001_000011,300
celebrating,5kOwsLUtfQY,170,180,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/celebrating/5kOwsLUtfQY_000170_000180,300
strumming guitar,5mZPeENoL6Y,61,71,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/strumming guitar/5mZPeENoL6Y_000061_000071,300
moving furniture,5n5D-KU3uVA,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/moving furniture/5n5D-KU3uVA_000005_000015,300
passing American football (not in game),5nYbeVzYDbU,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/passing American football (not in game)/5nYbeVzYDbU_000002_000012,106
arranging flowers,5pJDj7RBKio,132,142,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/arranging flowers/5pJDj7RBKio_000132_000142,300
shearing sheep,5pN2Kcxa3D4,249,259,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shearing sheep/5pN2Kcxa3D4_000249_000259,301
waxing legs,5phTv0WNhYY,131,141,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing legs/5phTv0WNhYY_000131_000141,301
riding camel,5qI3FHFqf9s,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding camel/5qI3FHFqf9s_000008_000018,300
waxing chest,5qPMVSLt6z0,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing chest/5qPMVSLt6z0_000002_000012,300
making snowman,5qrJWi-t_h8,493,503,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making snowman/5qrJWi-t_h8_000493_000503,299
archery,5rElcI860iU,75,85,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/archery/5rElcI860iU_000075_000085,300
drawing,5s0Hr7dZRXU,44,54,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drawing/5s0Hr7dZRXU_000044_000054,300
driving tractor,5sFz96aFWzI,42,52,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/driving tractor/5sFz96aFWzI_000042_000052,200
sailing,5si65pl0XEc,163,173,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sailing/5si65pl0XEc_000163_000173,300
skiing (not slalom or crosscountry),5tV4H4r3sDI,716,726,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skiing (not slalom or crosscountry)/5tV4H4r3sDI_000716_000726,300
disc golfing,5ueYObM1DOY,51,61,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/disc golfing/5ueYObM1DOY_000051_000061,300
skydiving,5uw3m1tIvJ0,57,67,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skydiving/5uw3m1tIvJ0_000057_000067,300
writing,5vhEonzSjvA,233,243,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/writing/5vhEonzSjvA_000233_000243,300
tango dancing,5zNpOlB53hc,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tango dancing/5zNpOlB53hc_000026_000036,300
spray painting,5zvoJWpa6hk,83,93,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spray painting/5zvoJWpa6hk_000083_000093,300
sanding floor,6-FZ9ql6JE8,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sanding floor/6-FZ9ql6JE8_000016_000026,300
making a sandwich,60DihU7N00Q,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making a sandwich/60DihU7N00Q_000009_000019,299
feeding birds,60xhM4Q-3AI,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/feeding birds/60xhM4Q-3AI_000026_000036,300
massaging back,615pgaYRRG8,460,470,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/massaging back/615pgaYRRG8_000460_000470,300
playing basketball,61oPN1ONIk8,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing basketball/61oPN1ONIk8_000004_000014,301
windsurfing,63UyuDsX_eM,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/windsurfing/63UyuDsX_eM_000058_000068,300
getting a tattoo,63cBMwhNHFI,61,71,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/getting a tattoo/63cBMwhNHFI_000061_000071,179
scuba diving,64BhyrIZkz0,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/scuba diving/64BhyrIZkz0_000002_000012,300
playing cello,64CnjwUCOcU,700,710,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cello/64CnjwUCOcU_000700_000710,300
peeling apples,64YG9guik-A,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/peeling apples/64YG9guik-A_000003_000013,301
bench pressing,6691uZARdms,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bench pressing/6691uZARdms_000021_000031,300
playing chess,676TR3bwLf0,570,580,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing chess/676TR3bwLf0_000570_000580,300
playing flute,67vhJRyiwmI,328,338,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing flute/67vhJRyiwmI_000328_000338,300
waiting in line,6AAihhFc_bQ,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waiting in line/6AAihhFc_bQ_000004_000014,300
swimming breast stroke,6BY1HDmmqFM,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming breast stroke/6BY1HDmmqFM_000025_000035,300
roller skating,6CEV2jpEZjY,113,123,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/roller skating/6CEV2jpEZjY_000113_000123,300
news anchoring,6CRnSBkRhyY,206,216,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/news anchoring/6CRnSBkRhyY_000206_000216,300
exercising arm,6C_nL3N0ZLo,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/exercising arm/6C_nL3N0ZLo_000003_000013,180
fixing hair,6D1IfEQUIZQ,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/fixing hair/6D1IfEQUIZQ_000007_000017,211
playing trombone,6E_Ypnfac-Y,49,59,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing trombone/6E_Ypnfac-Y_000049_000059,300
shooting basketball,6IYYZQTCSIs,140,150,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shooting basketball/6IYYZQTCSIs_000140_000150,300
giving or receiving award,6J57U2QgTiU,59,69,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/giving or receiving award/6J57U2QgTiU_000059_000069,300
sailing,6KG6jPpzaW8,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sailing/6KG6jPpzaW8_000016_000026,299
dying hair,6Q4-x1VOous,43,53,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dying hair/6Q4-x1VOous_000043_000053,300
skiing slalom,6QcRPmZZVz4,158,168,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skiing slalom/6QcRPmZZVz4_000158_000168,300
squat,6SJMB2EoaFM,113,123,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/squat/6SJMB2EoaFM_000113_000123,300
playing ice hockey,6SmQ1f4XGE4,193,203,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing ice hockey/6SmQ1f4XGE4_000193_000203,300
blowing nose,6T4Sf_eONZs,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing nose/6T4Sf_eONZs_000003_000013,300
riding camel,6Tz5xfnFl4c,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding camel/6Tz5xfnFl4c_000009_000019,300
ice fishing,6VMzNLBiVF0,47,57,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice fishing/6VMzNLBiVF0_000047_000057,300
playing kickball,6VT2jBflMAM,99,109,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing kickball/6VT2jBflMAM_000099_000109,300
squat,6_jT33BqtK8,38,48,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/squat/6_jT33BqtK8_000038_000048,300
playing violin,6aFe_kigVU4,29,39,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing violin/6aFe_kigVU4_000029_000039,183
weaving basket,6dCaO9SMg60,508,518,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/weaving basket/6dCaO9SMg60_000508_000518,300
sweeping floor,6dG3oBLKIOs,85,95,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sweeping floor/6dG3oBLKIOs_000085_000095,300
washing feet,6fJRtEahzQE,54,64,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing feet/6fJRtEahzQE_000054_000064,300
riding mountain bike,6gzFPnboLRI,14,24,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding mountain bike/6gzFPnboLRI_000014_000024,300
unboxing,6i9EIqjzSes,83,93,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/unboxing/6i9EIqjzSes_000083_000093,300
yawning,6iLexc9p4TY,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/yawning/6iLexc9p4TY_000021_000031,300
swinging on something,6iV76zdkdBY,148,158,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swinging on something/6iV76zdkdBY_000148_000158,300
triple jump,6lFJFZt_H0c,62,72,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/triple jump/6lFJFZt_H0c_000062_000072,300
waiting in line,6mhMQ_6YaEI,195,205,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waiting in line/6mhMQ_6YaEI_000195_000205,300
grinding meat,6oMym753Cus,59,69,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grinding meat/6oMym753Cus_000059_000069,300
marching,6ofkyLo6dns,102,112,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/marching/6ofkyLo6dns_000102_000112,299
blowing leaves,6orHWAYZ8T4,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing leaves/6orHWAYZ8T4_000020_000030,300
sweeping floor,6pt981rWjLE,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sweeping floor/6pt981rWjLE_000004_000014,300
cracking neck,6qPouY3MmtM,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cracking neck/6qPouY3MmtM_000001_000011,233
javelin throw,6ropBPG4sP8,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/javelin throw/6ropBPG4sP8_000037_000047,300
country line dancing,6sqNgxVFm7k,157,167,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/country line dancing/6sqNgxVFm7k_000157_000167,300
smoking,6tB4dFW137k,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/smoking/6tB4dFW137k_000058_000068,299
cleaning toilet,6tFEOuvAhas,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning toilet/6tFEOuvAhas_000001_000011,299
ripping paper,6tdjk0TvS0Q,51,61,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ripping paper/6tdjk0TvS0Q_000051_000061,300
shuffling cards,6uE5Lkxzq0E,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shuffling cards/6uE5Lkxzq0E_000021_000031,300
tickling,6uMdGIadACQ,77,87,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tickling/6uMdGIadACQ_000077_000087,299
sword fighting,6yG62_4m-hs,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sword fighting/6yG62_4m-hs_000012_000022,300
making jewelry,6yP9Rl1cyH0,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making jewelry/6yP9Rl1cyH0_000000_000010,300
playing violin,6zTdbPmQh6Q,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing violin/6zTdbPmQh6Q_000024_000034,300
roller skating,7---EhMPocA,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/roller skating/7---EhMPocA_000001_000011,300
spray painting,71qN7IIstYw,349,359,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spray painting/71qN7IIstYw_000349_000359,300
golf putting,72IUfeBD2lY,39,49,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/golf putting/72IUfeBD2lY_000039_000049,300
climbing ladder,72ZfHTNBdTQ,112,122,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing ladder/72ZfHTNBdTQ_000112_000122,300
salsa dancing,73W3rfqWM5E,103,113,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/salsa dancing/73W3rfqWM5E_000103_000113,300
somersaulting,74SXYejRo-Y,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/somersaulting/74SXYejRo-Y_000000_000010,236
changing oil,76gEFIB7B8I,39,49,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/changing oil/76gEFIB7B8I_000039_000049,300
snorkeling,77aDh42ddw8,209,219,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snorkeling/77aDh42ddw8_000209_000219,300
playing saxophone,77bGWKIfsvk,61,71,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing saxophone/77bGWKIfsvk_000061_000071,300
snatch weight lifting,788-Q1UTJi4,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snatch weight lifting/788-Q1UTJi4_000022_000032,204
springboard diving,7EEpIeXhO54,126,136,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/springboard diving/7EEpIeXhO54_000126_000136,300
cleaning gutters,7HnOKvpStaQ,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning gutters/7HnOKvpStaQ_000004_000014,300
sanding floor,7Kp0AfUI0oc,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sanding floor/7Kp0AfUI0oc_000021_000031,300
swinging legs,7LkTInA4dFU,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swinging legs/7LkTInA4dFU_000027_000037,300
digging,7Mdnc83BF2Q,114,124,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/digging/7Mdnc83BF2Q_000114_000124,300
milking cow,7MtScUibvCE,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/milking cow/7MtScUibvCE_000015_000025,164
tossing salad,7P49UPPOztU,154,164,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing salad/7P49UPPOztU_000154_000164,300
waiting in line,7Q2NvFs8Ye4,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waiting in line/7Q2NvFs8Ye4_000001_000011,300
making snowman,7Qm1qrp9V6s,31,41,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making snowman/7Qm1qrp9V6s_000031_000041,300
dunking basketball,7SnhG3COlc0,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dunking basketball/7SnhG3COlc0_000007_000017,300
opening present,7T0rWsOL-JU,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/opening present/7T0rWsOL-JU_000011_000021,300
somersaulting,7T6oSm1_SEs,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/somersaulting/7T6oSm1_SEs_000004_000014,300
playing harp,7TZOYU__Ta0,53,63,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing harp/7TZOYU__Ta0_000053_000063,300
finger snapping,7Ty0gSafj_E,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/finger snapping/7Ty0gSafj_E_000002_000012,125
waxing back,7Uz7HCOd4zQ,84,94,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing back/7Uz7HCOd4zQ_000084_000094,300
slacklining,7VOMbEzmjg4,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/slacklining/7VOMbEzmjg4_000008_000018,300
roller skating,7XpLffye0IA,100,110,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/roller skating/7XpLffye0IA_000100_000110,300
climbing tree,7YFQLPWUWk4,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing tree/7YFQLPWUWk4_000000_000010,300
shaking hands,7ZzYiCQzLMY,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaking hands/7ZzYiCQzLMY_000020_000030,170
riding mechanical bull,7bTTOF80LII,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding mechanical bull/7bTTOF80LII_000002_000012,300
passing American football (in game),7cGg4sdG5KQ,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/passing American football (in game)/7cGg4sdG5KQ_000005_000015,210
tapping pen,7cn3Bz-Zq8w,138,148,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tapping pen/7cn3Bz-Zq8w_000138_000148,300
filling eyebrows,7cyDyYbpvF0,530,540,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/filling eyebrows/7cyDyYbpvF0_000530_000540,300
massaging feet,7dKCdmnzCME,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/massaging feet/7dKCdmnzCME_000001_000011,300
snowkiting,7hTr6T8V9lM,236,246,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snowkiting/7hTr6T8V9lM_000236_000246,300
riding mechanical bull,7hlN6PLgLPE,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding mechanical bull/7hlN6PLgLPE_000002_000012,300
situp,7i4mDxKn_Js,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/situp/7i4mDxKn_Js_000000_000010,300
scrambling eggs,7kOIsbGram0,81,91,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/scrambling eggs/7kOIsbGram0_000081_000091,300
making snowman,7mFzFPKeDh0,67,77,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making snowman/7mFzFPKeDh0_000067_000077,301
reading newspaper,7mhUfMvwcjc,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/reading newspaper/7mhUfMvwcjc_000001_000011,300
playing guitar,7oUvm4e9oQ8,279,289,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing guitar/7oUvm4e9oQ8_000279_000289,300
cleaning toilet,7olz18uNTUI,286,296,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning toilet/7olz18uNTUI_000286_000296,300
stretching arm,7ottPOlEBL8,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/stretching arm/7ottPOlEBL8_000000_000010,300
tai chi,7qQFLx_wF-g,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tai chi/7qQFLx_wF-g_000022_000032,300
drinking beer,7qRf6GqugbM,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drinking beer/7qRf6GqugbM_000020_000030,300
cleaning shoes,7rZSHAAaVX8,42,52,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning shoes/7rZSHAAaVX8_000042_000052,300
extinguishing fire,7tuc5irgeJc,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/extinguishing fire/7tuc5irgeJc_000024_000034,300
blowing leaves,7utEiH0ljuE,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing leaves/7utEiH0ljuE_000000_000010,300
throwing discus,7v05HhvBM6k,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/throwing discus/7v05HhvBM6k_000002_000012,300
swimming butterfly stroke,7vE2-fSu4d0,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming butterfly stroke/7vE2-fSu4d0_000027_000037,300
shearing sheep,7ve5BFr62_c,10,20,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shearing sheep/7ve5BFr62_c_000010_000020,300
surfing crowd,7wroPRvhx9k,28,38,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/surfing crowd/7wroPRvhx9k_000028_000038,300
cooking on campfire,7xd0XOSIUfw,488,498,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cooking on campfire/7xd0XOSIUfw_000488_000498,300
doing aerobics,7zc_qvG2bAw,200,210,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/doing aerobics/7zc_qvG2bAw_000200_000210,300
playing paintball,80uEVQ35HOw,31,41,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing paintball/80uEVQ35HOw_000031_000041,300
massaging feet,81qOPsJ5bQc,276,286,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/massaging feet/81qOPsJ5bQc_000276_000286,300
stretching leg,82IuEE2njrw,156,166,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/stretching leg/82IuEE2njrw_000156_000166,272
curling hair,82_AFzsFnhs,52,62,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/curling hair/82_AFzsFnhs_000052_000062,300
hurling (sport),85LdUscw16U,241,251,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurling (sport)/85LdUscw16U_000241_000251,300
weaving basket,869Jt026Dpg,430,440,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/weaving basket/869Jt026Dpg_000430_000440,300
pushing car,86B6CX_uYeU,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing car/86B6CX_uYeU_000002_000012,230
bartending,88R3C20KoOU,67,77,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bartending/88R3C20KoOU_000067_000077,300
pull ups,88hPGnxh_Go,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pull ups/88hPGnxh_Go_000006_000016,300
shaking head,89tgW81O6Do,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaking head/89tgW81O6Do_000001_000011,300
long jump,8Aypc05u4vQ,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/long jump/8Aypc05u4vQ_000003_000013,211
faceplanting,8EMK8AoG3h8,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/faceplanting/8EMK8AoG3h8_000012_000022,300
